Taxon,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Trichomycterus riojanus,1468431,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus rivulatus,1019167,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus roigi,1012028,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus romeroi,1525193,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus rosablanca,1524263,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus rubbioli,1007589,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus rubiginosus,1008096,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus ruitoquensis,1008593,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus sainthilairei,1536463,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus sandovali,1008843,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus santaeritae,1525730,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus santanderensis,1008722,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus septemradiatus,1494242,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus sketi,1007805,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus spectrum,1494243,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus spegazzinii,1373362,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus spelaeus,1009910,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus spilosoma,1525917,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus stawiarski,1524518,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus steindachneri,1007049,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus stellatus,1525732,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus straminius,1525771,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus striatus,1525918,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus sucrensis,1494244,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus taczanowskii,1019924,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus taenia,1021072,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus taeniops,1014059,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus taroba,1009496,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus tenuis,1020167,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus tete,1007755,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus tetuanensis,1494245,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus therma,1008697,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus tiraquae,1525237,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus torcoromaensis,1385020,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus transandianus,1525838,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus trefauti,1009488,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus triguttatus,1525736,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus tropeiro,1007857,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus tupinamba,1008484,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus uisae,1008423,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus unicolor,1525919,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus valleduparensis,1494246,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus variegatus,1011093,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus varii,1494247,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus venulosus,1525835,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus vermiculatus,1525772,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus vitalbrazili,1494248,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus vittatus,1018672,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus weyrauchi,1525077,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus wiwa,1494249,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus yuska,1009612,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus zonatus,1010965,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus arabicus,279117,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus blochii,712803,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus cyclograptus,279118,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus elegans,279119,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus filamentosus,279120,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus halstead,279121,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus marleyi,219161,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus nikii,279122,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus setiger,279123,Does not or is unlikely to produce sound under natural conditions,452075,
Trichonotus somaliensis,834990,Does not or is unlikely to produce sound under natural conditions,452075,
Trichopodus cantoris,1461212,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichopodus leerii,1021741,Likely to produce sound under natural conditions but unconfirmed,452074,
Trichopodus microlepis,1020291,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichopodus pectoralis,1017825,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichopodus poptae,1007006,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichopodus trichopterus,955902,Produces passive sound under natural conditions,452049,
Trichopsetta caribbaea,275924,Does not or is unlikely to produce sound under natural conditions,452075,
Trichopsetta melasma,275925,Does not or is unlikely to produce sound under natural conditions,452075,
Trichopsetta orbisulcus,159215,Does not or is unlikely to produce sound under natural conditions,452075,
Trichopsetta ventralis,159217,Does not or is unlikely to produce sound under natural conditions,452075,
Trichopsis pumila,1015186,Produces active sound under natural conditions,452004,
Trichopsis schalleri,1010961,Produces active sound under natural conditions,452004,
Trichopsis vittata,1022647,Produces active sound under natural conditions,452004,
Trichromis salvini,1259709,Likely to produce sound under natural conditions but unconfirmed,452075,
Tricuspidalestes caeruleus,1013586,Does not or is unlikely to produce sound under natural conditions,452075,
Tridens melanops,1019673,Does not or is unlikely to produce sound under natural conditions,452075,
Tridensimilis brevis,1019717,Does not or is unlikely to produce sound under natural conditions,452075,
Tridensimilis venezuelae,1014512,Does not or is unlikely to produce sound under natural conditions,452075,
Tridentiger barbatus,283044,Likely to produce sound under natural conditions but unconfirmed,452075,
Tridentiger bifasciatus,283045,Likely to produce sound under natural conditions but unconfirmed,452075,
Tridentiger brevispinis,283046,Likely to produce sound under natural conditions but unconfirmed,452075,
Tridentiger kuroiwae,298283,Likely to produce sound under natural conditions but unconfirmed,452075,
Tridentiger microsquamis,712898,Likely to produce sound under natural conditions but unconfirmed,452075,
Tridentiger nudicervicus,283047,Likely to produce sound under natural conditions but unconfirmed,452075,
Tridentiger obscurus,283048,Likely to produce sound under natural conditions but unconfirmed,452075,
Tridentiger radiatus,1007353,Likely to produce sound under natural conditions but unconfirmed,452075,
Tridentiger trigonocephalus,283049,Likely to produce sound under natural conditions but unconfirmed,452075,
